Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,48.0,2023-01-30 00:00:00,0480003149,1.0,361842.0,LIMPEZA COMPLETA COM AJUSTES,1.0,15,,
,48.0,2023-01-30 00:00:00,0480003148,1.0,370610.0,SOLDA GARANTIA,1.0,0.01,,
,48.0,2023-01-30 00:00:00,0480003147,1.0,370610.0,SOLDA GARANTIA,1.0,0.01,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,48.0,2023-01-30 00:00:00,0480003146,4.0,366190.0,LENTE CR INCOLOR FOSCA,1.0,29.41,,
,48.0,2023-01-30 00:00:00,0480003146,5.0,366190.0,LENTE CR INCOLOR FOSCA,1.0,29.41,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,48.0,2023-01-28 00:00:00,0480003144,1.0,370610.0,SOLDA GARANTIA,1.0,0.01,,
,48.0,2023-01-28 00:00:00,0480003143,1.0,366190.0,LENTE CR INCOLOR FOSCA,1.0,40,,
,48.0,2023-01-28 00:00:00,0480003143,2.0,366190.0,LENTE CR INCOLOR FOSCA,1.0,40,,
,,,,,,,,,,
,,,,,,,,,,
,48.0,2023-01-27 00:00:00,0480003142,1.0,370610.0,SOLDA GARANTIA,1.0,0.01,,
,48.0,2023-01-27 00:00:00,0480003141,1.0,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1.0,66.3,,
,48.0,2023-01-27 00:00:00,0480003141,2.0,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1.0,66.3,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,48.0,2023-01-27 00:00:00,0480003139,1.0,370610.0,SOLDA GARANTIA,1.0,0.01,,
,48.0,2023-01-26 00:00:00,0480003138,1.0,370610.0,SOLDA GARANTIA,1.0,0.01,,
X,48.0,2023-01-26 00:00:00,0480003137,1.0,10448.0,SOLDA COMUM,1.0,49.99,,
,48.0,2023-01-26 00:00:00,0480003137,2.0,10448.0,SOLDA COMUM,1.0,45,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,48.0,2023-01-26 00:00:00,0480003135,1.0,362221.0,LENTE CR LED BLUE PRONTA,1.0,75,,
,48.0,2023-01-26 00:00:00,0480003135,2.0,362221.0,LENTE CR LED BLUE PRONTA,1.0,75,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,48.0,2023-01-26 00:00:00,0480003134,4.0,366190.0,LENTE CR INCOLOR FOSCA,1.0,35.43,,
,48.0,2023-01-26 00:00:00,0480003134,5.0,366190.0,LENTE CR INCOLOR FOSCA,1.0,35.43,,
,48.0,2023-01-26 00:00:00,0480003133,1.0,370610.0,SOLDA GARANTIA,1.0,0.01,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
