Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,48,2022-12-30,480003055,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-12-30,480003054,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,149.75,,
,48,2022-12-30,480003054,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,149.75,,
,48,2022-12-30,480003054,3,360262,LENTE MULTIFOCAL C.O PRO HD,1,350.25,,
,48,2022-12-30,480003054,4,360262,LENTE MULTIFOCAL C.O PRO HD,1,350.25,,
,48,2022-12-30,480003053,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-12-30,480003052,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,119.92,,
,48,2022-12-30,480003052,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,119.92,,
,48,2022-12-30,480003052,3,384238,RUN REC ISA22019 C6,1,160.16,,
X,48,2022-12-30,480003051,1,361842,LIMPEZA COMPLETA COM AJUSTES,1,19.99,,
,48,2022-12-30,480003051,2,361842,LIMPEZA COMPLETA COM AJUSTES,1,20.0,,
,48,2022-12-29,480003050,1,368998,LENTE POLI AR BLUE UV CIL ACIMA DE 200 PRONTA,1,228.97,,
,48,2022-12-29,480003050,2,368998,LENTE POLI AR BLUE UV CIL ACIMA DE 200 PRONTA,1,228.97,,
,48,2022-12-29,480003050,3,382853,ANA HICKMANN REC AH10030 04A,1,467.3,,
,48,2022-12-29,480003050,4,366190,LENTE CR INCOLOR FOSCA,1,37.38,,
,48,2022-12-29,480003050,5,366190,LENTE CR INCOLOR FOSCA,1,37.38,,
X,48,2022-12-29,480003049,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,150.0,,
X,48,2022-12-29,480003049,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,150.0,,
,48,2022-12-28,480003048,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,149.75,,
,48,2022-12-28,480003048,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,149.75,,
,48,2022-12-28,480003048,3,366190,LENTE CR INCOLOR FOSCA,1,40.0,,
,48,2022-12-28,480003048,4,366190,LENTE CR INCOLOR FOSCA,1,40.0,,
,48,2022-12-28,480003048,5,374244,LENTE MULTIFOCAL DIGITAL POLI BLUE UV AR,1,610.25,,
,48,2022-12-28,480003048,6,374244,LENTE MULTIFOCAL DIGITAL POLI BLUE UV AR,1,610.25,,
X,48,2022-12-27,480003047,1,369931,OL SOLAR DIVERSOS,1,349.99,,
,48,2022-12-26,480003046,1,370610,SOLDA GARANTIA,1,0.01,,
X,48,2022-12-26,480003045,1,30214,"LENTE CR AR 1.56 CIL ACIMA DE 200 ATE -5,00",1,125.0,,
X,48,2022-12-26,480003045,2,30214,"LENTE CR AR 1.56 CIL ACIMA DE 200 ATE -5,00",1,125.0,,
,48,2022-12-26,480003044,1,384219,BELLATIS REC ISA3054 C7,1,199.99,,
,48,2022-12-26,480003044,2,30056,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,99.0,,
,48,2022-12-26,480003044,3,30056,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,99.0,,
,48,2022-12-26,480003044,4,360262,LENTE MULTIFOCAL C.O PRO HD,1,301.0,,
,48,2022-12-26,480003044,5,360262,LENTE MULTIFOCAL C.O PRO HD,1,301.01,,
X,48,2022-12-26,480003043,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-12-26,480003043,2,369931,OL SOLAR DIVERSOS,1,199.99,,
,48,2022-12-24,480003042,1,361842,LIMPEZA COMPLETA COM AJUSTES,1,50.0,,
,48,2022-12-23,480003041,1,366190,LENTE CR INCOLOR FOSCA,1,40.0,,
,48,2022-12-23,480003041,2,366190,LENTE CR INCOLOR FOSCA,1,40.0,,
,48,2022-12-23,480003041,3,362221,LENTE CR LED BLUE PRONTA,1,642.5,,
,48,2022-12-23,480003041,4,362221,LENTE CR LED BLUE PRONTA,1,642.5,,
,48,2022-12-23,480003041,5,362221,LENTE CR LED BLUE PRONTA,1,157.5,,
,48,2022-12-23,480003041,6,362221,LENTE CR LED BLUE PRONTA,1,157.5,,
,48,2022-12-22,480003040,1,361829,PLAQUETA,1,15.0,,
,48,2022-12-22,480003039,1,30058,LENTE POLI 1.59 AR PRONTA - IN,1,139.81,,
,48,2022-12-22,480003039,2,30058,LENTE POLI 1.59 AR PRONTA - IN,1,139.81,,
,48,2022-12-22,480003039,3,383178,BELLATIS REC BR8049 C3,1,290.22,,
,48,2022-12-22,480003039,4,30056,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,95.79,,
,48,2022-12-22,480003039,5,30056,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,95.79,,
,48,2022-12-22,480003039,6,384253,RUN REC FD655019 C6,1,193.5,,
,48,2022-12-22,480003039,7,30056,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,95.79,,
,48,2022-12-22,480003039,8,30056,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,95.79,,
,48,2022-12-22,480003039,9,384239,RUN REC ISA22019 C1,1,193.5,,
,48,2022-12-22,480003038,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-12-21,480003037,1,369206,"LENTE POLI FOTO AR PRONTA ESF+4,00 A-4,00 ESF CIL2",1,460.0,,
,48,2022-12-21,480003037,2,369206,"LENTE POLI FOTO AR PRONTA ESF+4,00 A-4,00 ESF CIL2",1,460.0,,
,48,2022-12-20,480003036,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-12-20,480003035,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-12-20,480003034,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-12-20,480003033,1,369931,OL SOLAR DIVERSOS,1,150.0,,
X,48,2022-12-20,480003032,1,10448,SOLDA COMUM,1,49.99,,
,48,2022-12-20,480003032,2,10448,SOLDA COMUM,1,45.0,,
,48,2022-12-19,480003031,1,381122,REC TNG FAST CK8046 C2,1,379.0,,
,48,2022-12-19,480003031,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,210.5,,
,48,2022-12-19,480003031,3,360262,LENTE MULTIFOCAL C.O PRO HD,1,210.5,,
,48,2022-12-17,480003030,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-12-17,480003029,1,381827,BELLATIS REC BR5660 COL.7,1,149.99,,
,48,2022-12-17,480003029,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,175.0,,
,48,2022-12-17,480003029,3,360262,LENTE MULTIFOCAL C.O PRO HD,1,175.01,,
,48,2022-12-16,480003028,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,140.0,,
,48,2022-12-16,480003028,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,140.0,,
,48,2022-12-15,480003027,1,10448,SOLDA COMUM,1,45.0,,
,48,2022-12-15,480003026,1,30059,"LENTE CR AR PRONTA 4,25 ATÉ 6,00 ESF CIL ATÉ 2,00",1,78.24,,
,48,2022-12-15,480003026,2,30059,"LENTE CR AR PRONTA 4,25 ATÉ 6,00 ESF CIL ATÉ 2,00",1,78.24,,
,48,2022-12-15,480003026,3,382640,BELLATIS REC 6603 DIAMANTE BRANCO,1,223.52,,
,48,2022-12-15,480003025,1,369931,OL SOLAR DIVERSOS,1,150.0,,
