Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,48,2022-09-30,480002770,1,30059,"LENTE CR AR PRONTA 4,25 ATÉ 6,00 ESF CIL ATÉ 2,00",1,61.56,,
,48,2022-09-30,480002770,2,30059,"LENTE CR AR PRONTA 4,25 ATÉ 6,00 ESF CIL ATÉ 2,00",1,61.56,,
,48,2022-09-30,480002770,3,378948,BELLATIS REC FD99001 C4,1,175.88,,
,48,2022-09-30,480002769,1,362221,LENTE CR LED BLUE PRONTA,1,119.08,,
,48,2022-09-30,480002769,2,362221,LENTE CR LED BLUE PRONTA,1,119.08,,
,48,2022-09-30,480002769,3,382656,BELLATIS REC ISA1166 C1,1,249.85,,
,48,2022-09-30,480002768,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,136.26,,
,48,2022-09-30,480002768,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,136.26,,
,48,2022-09-30,480002768,3,381965,BELLATIS REC BR1051 C2,1,227.48,,
,48,2022-09-30,480002767,1,374463,LENTE MULTI CR BLUE ESF +3.00 AD +3.00,1,230.0,,
,48,2022-09-30,480002767,2,382514,FL REC FD655010 C2,1,430.0,,
,48,2022-09-30,480002767,3,374463,LENTE MULTI CR BLUE ESF +3.00 AD +3.00,1,239.0,,
,48,2022-09-30,480002766,1,374463,LENTE MULTI CR BLUE ESF +3.00 AD +3.00,1,222.53,,
,48,2022-09-30,480002766,2,374463,LENTE MULTI CR BLUE ESF +3.00 AD +3.00,1,222.53,,
,48,2022-09-30,480002766,3,383167,BELLATIS REC LQ95761 C13,1,241.88,,
,48,2022-09-30,480002766,4,374463,LENTE MULTI CR BLUE ESF +3.00 AD +3.00,1,222.53,,
,48,2022-09-30,480002766,5,374463,LENTE MULTI CR BLUE ESF +3.00 AD +3.00,1,222.53,,
,48,2022-09-28,480002765,1,361234,LENTE MULTIFOCAL POLI  PRO HD,1,450.0,,
,48,2022-09-28,480002765,2,361234,LENTE MULTIFOCAL POLI  PRO HD,1,450.0,,
,48,2022-09-28,480002764,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-09-27,480002763,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,143.89,,
,48,2022-09-27,480002763,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,143.89,,
,48,2022-09-27,480002763,3,383168,BELLATIS REC LQ95761 C1,1,240.22,,
,48,2022-09-27,480002762,1,361846,LENTE MULTIFOCAL C.O PRO HD ANT-REFLEXO,1,420.0,,
,48,2022-09-27,480002762,2,361846,LENTE MULTIFOCAL C.O PRO HD ANT-REFLEXO,1,420.0,,
X,48,2022-09-27,480002761,1,382770,FL REC ISA1047 C5,1,150.0,,
,48,2022-09-26,480002760,1,362221,LENTE CR LED BLUE PRONTA,1,133.18,,
,48,2022-09-26,480002760,2,362221,LENTE CR LED BLUE PRONTA,1,133.18,,
,48,2022-09-26,480002760,3,381943,FL REC FD99005 C5,1,233.64,,
X,48,2022-09-26,480002759,1,361842,LIMPEZA COMPLETA COM AJUSTES,1,19.99,,
X,48,2022-09-26,480002759,2,361829,PLAQUETA,1,12.99,,
X,48,2022-09-26,480002759,3,361829,PLAQUETA,1,12.99,,
,48,2022-09-26,480002759,4,361829,PLAQUETA,1,15.0,,
,48,2022-09-24,480002758,1,379016,REC HICKMANN HI60009 D01,1,499.0,,
,48,2022-09-24,480002757,1,30061,LENTE CR 1.67 AR PRONTA - IN,1,240.0,,
,48,2022-09-24,480002757,2,30061,LENTE CR 1.67 AR PRONTA - IN,1,240.0,,
,48,2022-09-23,480002756,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-09-22,480002755,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,190.0,,
,48,2022-09-22,480002755,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,190.0,,
,48,2022-09-22,480002754,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-09-22,480002753,1,30050,LENTE CR INCOLOR PRONTA - IN,1,84.5,,
,48,2022-09-22,480002753,2,30050,LENTE CR INCOLOR PRONTA - IN,1,84.5,,
,48,2022-09-21,480002752,1,382239,BELLATIS REC FD66023 C4,1,249.99,,
,48,2022-09-21,480002752,2,30050,LENTE CR INCOLOR PRONTA - IN,1,49.5,,
,48,2022-09-21,480002752,3,30050,LENTE CR INCOLOR PRONTA - IN,1,49.5,,
,48,2022-09-21,480002752,4,360262,LENTE MULTIFOCAL C.O PRO HD,1,275.5,,
,48,2022-09-21,480002752,5,360262,LENTE MULTIFOCAL C.O PRO HD,1,275.51,,
,48,2022-09-21,480002751,1,30058,LENTE POLI 1.59 AR PRONTA - IN,1,131.16,,
,48,2022-09-21,480002751,2,30058,LENTE POLI 1.59 AR PRONTA - IN,1,131.16,,
,48,2022-09-21,480002751,3,382825,ATITUDE REC AT1630N 09A,1,317.68,,
,48,2022-09-21,480002750,1,381165,REC CAMBRIDGE MJ4794 C1,1,499.99,,
,48,2022-09-21,480002750,2,40008,LENTE MULTIFOCAL POLI FOTO PRO HD ANT-REFLEXO - FT,1,800.0,,
,48,2022-09-21,480002750,3,40008,LENTE MULTIFOCAL POLI FOTO PRO HD ANT-REFLEXO - FT,1,800.01,,
,48,2022-09-21,480002749,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-09-21,480002748,1,30400,LENTE MULTIFOCAL POLI INC - IN,1,400.0,,
,48,2022-09-21,480002748,2,30400,LENTE MULTIFOCAL POLI INC - IN,1,400.0,,
,48,2022-09-21,480002747,1,356288,LENTE AMPLUS 1.50 CLEAN EXTRA-INC,1,400.0,,
