Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,48,2022-05-31,480002297,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-05-31,480002296,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-05-30,480002295,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,149.62,,
,48,2022-05-30,480002295,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,149.62,,
,48,2022-05-30,480002295,3,379647,BELLATIS REC FD633013 C5,1,249.76,,
X,48,2022-05-30,480002294,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,149.75,,
X,48,2022-05-30,480002294,3,379647,BELLATIS REC FD633013 C5,1,249.99,,
X,48,2022-05-30,480002294,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,149.75,,
,48,2022-05-30,480002293,1,360262,LENTE MULTIFOCAL C.O PRO HD,1,134.91,,
,48,2022-05-30,480002293,2,360262,LENTE MULTIFOCAL C.O PRO HD,1,134.91,,
,48,2022-05-30,480002293,3,380049,FL REC BR7744 C2,1,180.18,,
,48,2022-05-30,480002292,1,380248,BELLATIS REC ISA1103 C2,1,242.2,,
,48,2022-05-30,480002292,3,375543,LENTE KODAK  POLI BLUE UV,1,153.4,,
,48,2022-05-30,480002292,2,375543,LENTE KODAK  POLI BLUE UV,1,153.4,,
,48,2022-05-30,480002291,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-05-28,480002290,2,361234,LENTE MULTIFOCAL POLI  PRO HD,1,195.0,,
,48,2022-05-28,480002290,1,361234,LENTE MULTIFOCAL POLI  PRO HD,1,195.0,,
,48,2022-05-28,480002289,2,359205,LENTE AMPLUS SENSITY CLEAN EXTRA,1,665.03,,
,48,2022-05-28,480002289,3,378926,FL REC ISA2009 C2,1,239.9,,
,48,2022-05-28,480002289,5,359205,LENTE AMPLUS SENSITY CLEAN EXTRA,1,665.03,,
,48,2022-05-28,480002289,1,359205,LENTE AMPLUS SENSITY CLEAN EXTRA,1,665.01,,
,48,2022-05-28,480002289,4,359205,LENTE AMPLUS SENSITY CLEAN EXTRA,1,665.03,,
