Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,48,2022-02-28,480001884,2,362221,LENTE CR LED BLUE PRONTA,1,145.0,,
,48,2022-02-28,480001884,1,378634,BELLATIS REC YE9651 C4,1,249.99,,
,48,2022-02-28,480001884,3,362221,LENTE CR LED BLUE PRONTA,1,145.01,,
X,48,2022-02-28,480001883,1,361842,LIMPEZA COMPLETA COM AJUSTES,1,20.0,,
,48,2022-02-28,480001883,2,375671,REC OL S/CODIGO VERD/MARROM,1,20.0,,
,48,2022-02-28,480001882,1,377838,OL REC YY1160 C6,1,100.0,,
,48,2022-02-28,480001881,2,356288,LENTE AMPLUS 1.50 CLEAN EXTRA-INC,1,600.0,,
,48,2022-02-28,480001881,3,356288,LENTE AMPLUS 1.50 CLEAN EXTRA-INC,1,600.01,,
,48,2022-02-28,480001881,1,374611,REC ASPEN AS1313 C2,1,349.99,,
,48,2022-02-26,480001880,1,30058,LENTE POLI 1.59 AR PRONTA - IN,1,115.0,,
,48,2022-02-26,480001880,2,30058,LENTE POLI 1.59 AR PRONTA - IN,1,115.0,,
,48,2022-02-26,480001879,1,370610,SOLDA GARANTIA,1,0.01,,
,48,2022-02-26,480001878,2,30058,LENTE POLI 1.59 AR PRONTA - IN,1,149.5,,
,48,2022-02-26,480001878,1,30058,LENTE POLI 1.59 AR PRONTA - IN,1,149.5,,
,48,2022-02-26,480001877,1,378547,BELLATIS REC ISA3011 C2,1,222.62,,
,48,2022-02-26,480001877,3,30058,LENTE POLI 1.59 AR PRONTA - IN,1,128.69,,
,48,2022-02-26,480001877,2,30058,LENTE POLI 1.59 AR PRONTA - IN,1,128.69,,
,48,2022-02-26,480001876,2,30009,LENTE MULTIFOCAL CR FOTO - FT,1,335.0,,
,48,2022-02-26,480001876,1,30009,LENTE MULTIFOCAL CR FOTO - FT,1,335.0,,
,48,2022-02-26,480001875,1,378597,RUN REC FD633161 C7,1,150.0,,
