Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,48,2023-03-31,0480003322,1,368995.0,LENTE POLY AR BLUE UV PRONTA,1,170.0,,
,48,2023-03-31,0480003322,2,368995.0,LENTE POLY AR BLUE UV PRONTA,1,170.0,,
,48,2023-03-31,0480003322,3,383183.0,BELLATIS REC LQ5024 C7,1,250.0,,
,48,2023-03-31,0480003322,4,366190.0,LENTE CR INCOLOR FOSCA,1,55.0,,
,48,2023-03-31,0480003322,5,366190.0,LENTE CR INCOLOR FOSCA,1,55.0,,
,48,2023-03-30,0480003321,1,361846.0,LENTE MULTIFOCAL C.O PRO HD ANT-REFLEXO,1,525.0,,
,48,2023-03-30,0480003321,2,361846.0,LENTE MULTIFOCAL C.O PRO HD ANT-REFLEXO,1,525.0,,
,48,2023-03-29,0480003320,1,366190.0,LENTE CR INCOLOR FOSCA,1,5.5,,
,48,2023-03-29,0480003320,2,366190.0,LENTE CR INCOLOR FOSCA,1,5.5,,
,48,2023-03-29,0480003320,3,356971.0,LENTE ARGOS CR 39 CLEAN EXTRA - IN,1,100.0,,
,48,2023-03-29,0480003320,4,356971.0,LENTE ARGOS CR 39 CLEAN EXTRA - IN,1,100.0,,
,48,2023-03-29,0480003320,5,361239.0,LENTE ARGOS CR BLUECONTROL,1,839.5,,
,48,2023-03-29,0480003320,6,361239.0,LENTE ARGOS CR BLUECONTROL,1,839.5,,
,48,2023-03-29,0480003319,1,10448.0,SOLDA COMUM,1,45.0,,
,48,2023-03-28,0480003318,1,370610.0,SOLDA GARANTIA,1,0.01,,
,48,2023-03-28,0480003317,1,370610.0,SOLDA GARANTIA,1,0.01,,
,48,2023-03-28,0480003316,1,361846.0,LENTE MULTIFOCAL C.O PRO HD ANT-REFLEXO,1,300.0,,
,48,2023-03-28,0480003316,2,361846.0,LENTE MULTIFOCAL C.O PRO HD ANT-REFLEXO,1,300.0,,
,48,2023-03-27,0480003315,1,366190.0,LENTE CR INCOLOR FOSCA,1,50.0,,
,48,2023-03-27,0480003315,2,366190.0,LENTE CR INCOLOR FOSCA,1,50.0,,
,48,2023-03-27,0480003315,3,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,325.0,,
,48,2023-03-27,0480003315,4,30009.0,LENTE MULTIFOCAL CR FOTO - FT,1,325.0,,
,48,2023-03-27,0480003314,1,361846.0,LENTE MULTIFOCAL C.O PRO HD ANT-REFLEXO,1,250.0,,
,48,2023-03-27,0480003314,2,361846.0,LENTE MULTIFOCAL C.O PRO HD ANT-REFLEXO,1,250.0,,
,48,2023-03-27,0480003314,3,381114.0,REC TNG FAST E15027 C3,1,250.0,,
X,48,2023-03-27,0480003313,1,361842.0,LIMPEZA COMPLETA COM AJUSTES,1,19.99,,
,48,2023-03-27,0480003313,2,361842.0,ARMAÇÃO,1,352.8,,
X,48,2023-03-27,0480003312,1,10448.0,SOLDA COMUM,1,49.99,,
,48,2023-03-27,0480003312,2,369931.0,OL SOLAR DIVERSOS,1,50.0,,
,48,2023-03-25,0480003311,1,368995.0,LENTE POLY AR BLUE UV PRONTA,1,150.0,,
,48,2023-03-25,0480003311,2,368995.0,LENTE POLY AR BLUE UV PRONTA,1,150.0,,
,48,2023-03-25,0480003311,3,366190.0,LENTE CR INCOLOR FOSCA,1,5.5,,
,48,2023-03-25,0480003311,4,366190.0,LENTE CR INCOLOR FOSCA,1,5.5,,
,48,2023-03-25,0480003311,5,384941.0,BELLATIS REC ISA2059 C7,1,179.0,,
,48,2023-03-25,0480003310,1,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,150.0,,
,48,2023-03-25,0480003310,2,30056.0,"LENTE CR AR PRONTA 0,00 ATÉ 4,00 ESF CIL ATÉ 2,00",1,150.0,,
,48,2023-03-24,0480003309,1,381144.0,REC TNG FAST VP805 C1,1,380.0,,
,48,2023-03-24,0480003309,2,368995.0,LENTE POLY AR BLUE UV PRONTA,1,220.0,,
,48,2023-03-24,0480003309,3,368995.0,LENTE POLY AR BLUE UV PRONTA,1,220.0,,
,48,2023-03-24,0480003308,1,362221.0,LENTE CR LED BLUE PRONTA,1,180.0,,
,48,2023-03-24,0480003308,2,362221.0,LENTE CR LED BLUE PRONTA,1,180.0,,
,48,2023-03-24,0480003307,1,370610.0,SOLDA GARANTIA,1,0.01,,
,48,2023-03-24,0480003306,1,384897.0,BELLATIS REC FD633242 C7,1,200.0,,
,48,2023-03-24,0480003305,1,370610.0,SOLDA GARANTIA,1,0.01,,
,48,2023-03-23,0480003304,1,30399.0,LENTE MULTIFOCAL CR INCOLOR - IN,1,375.0,,
