Inativo,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,48,2021-06-29,480001195,3,367684,BELLATIS REC TW6057 C2,1,235.28,,
,48,2021-06-29,480001195,1,30227,LENTE MULTIFOCAL INCOLOR C/AR PRONTA - IN,1,122.36,,
,48,2021-06-29,480001195,2,30227,LENTE MULTIFOCAL INCOLOR C/AR PRONTA - IN,1,122.36,,
,48,2021-06-29,480001194,1,30240,LENTE FOTOSSENSIVEL AR PRONTA - CIN,1,109.0,,
,48,2021-06-29,480001194,2,30240,LENTE FOTOSSENSIVEL AR PRONTA - CIN,1,108.99,,
,48,2021-06-29,480001193,2,30061,LENTE CR 1.67 AR PRONTA - IN,1,161.16,,
,48,2021-06-29,480001193,3,373467,BELLATIS REC BR1016 C2,1,267.68,,
,48,2021-06-29,480001193,1,30061,LENTE CR 1.67 AR PRONTA - IN,1,161.16,,
,48,2021-06-29,480001192,1,30011,LENTE MULTIFOCAL CR INCOLOR -IN,1,107.14,,
,48,2021-06-29,480001192,2,30011,LENTE MULTIFOCAL CR INCOLOR -IN,1,107.15,,
,48,2021-06-29,480001192,3,372840,URBAN REC JL302 C1,1,85.71,,
,48,2021-06-28,480001191,5,366190,LENTE CR INCOLOR FOSCA,1,43.56,,
,48,2021-06-28,480001191,3,371488,ARM REC URBAN  MMJMB1424P C1,1,163.33,,
,48,2021-06-28,480001191,4,366190,LENTE CR INCOLOR FOSCA,1,43.56,,
,48,2021-06-28,480001191,7,373593,ARMAÇÃO SOLAR (BRINDE),1,0.01,,
,48,2021-06-28,480001191,1,30227,LENTE MULTIFOCAL INCOLOR C/AR PRONTA - IN,1,141.55,,
,48,2021-06-28,480001191,2,30227,LENTE MULTIFOCAL INCOLOR C/AR PRONTA - IN,1,141.56,,
,48,2021-06-28,480001191,6,371716,URBAN REC PROMO SG,1,54.43,,
,48,2021-06-28,480001190,3,373468,BELLATIS REC FY115 C1,1,240.29,,
