os,parcelas,valor_total,data_movimento,loja_id,loja_nome
8850,2,182,2024-04-05 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8847,7,720,2024-04-06 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8414,3,450,2024-04-06 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8907,4,50,2024-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8985,4,100,2024-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8885,5,1500,2024-04-20 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8862,9,1426.95,2024-04-22 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8996,5,495,2024-04-26 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9058,7,500,2024-04-29 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10732,6,880,2025-04-04 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10782,ARIANI,Não,2025-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10803,ARIANI,Não,2025-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10804,ARIANI,Não,2025-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10832,TATY,Não,2025-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10838,ARIANI,Não,2025-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10799,FELIPE,Não,2025-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10798,ARIANI,Não,2025-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
Entrega de Carne,,,2025-04-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10821,7,349.3,2025-04-25 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10811,6,804.3,2025-04-28 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9471,5,599,2024-08-07 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9451,6,400,2024-08-08 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9517,6,770,2024-08-08 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9621,6,360,2024-08-09 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9564,8,800,2024-08-10 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9541,8,1300,2024-08-10 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9598,6,380,2024-08-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9536,6,900,2024-08-14 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9619,6,529,2024-08-17 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9569,3,300,2024-08-19 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9494,6,900,2024-08-19 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9527,5,1500,2024-08-21 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9642,6,450,2024-08-21 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9641,6,600,2024-08-24 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9645,6,1000,2024-08-27 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
9590,5,530,2024-08-30 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11437,7,559.3,2025-08-01 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11393,6,300,2025-08-01 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11208,8,1856,2025-08-07 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11436,6,899.4,2025-08-07 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11434,9,1090,2025-08-16 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11511,6,550,2025-08-16 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11590,6,299.94,2025-08-20 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11443,9,"R$ 1.305,00",21/08/2025,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11479,8,2100,2025-08-22 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11519,4,239,2025-08-22 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11547,6,570,2025-08-25 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11095,5,254,2025-08-25 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11555,10,1340,2025-08-26 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11605,6,760,2025-08-28 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11475,3,240,2025-08-28 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
11645,3,175,2025-08-28 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8321,7,550,2023-12-15 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8008,6,280,2023-12-18 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
8336,6,623,2023-12-18 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10071,6,780,2024-12-06 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10041,8,1600,2024-12-07 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10085,6,600,2024-12-12 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10137,8,990,2024-12-14 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10058,10,2900,2024-12-16 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10125,6,399,2024-12-20 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
10181,2,300,2024-12-20 00:00:00,52f92716-d2ba-441a-ac3c-94bdfabd9722,SUZANO
