os,parcelas,valor_total,data_movimento,loja_id,loja_nome
4098,3,399.0,2024-04-02,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4033,6,1884.0,2024-04-05,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4125,5,1000.0,2024-04-13,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4084,5,140.0,2024-04-18,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4168,1,130.0,2024-04-20,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4169,5,700.0,2024-04-20,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4083,5,700.0,2024-04-23,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4030,3,640.0,2024-04-22,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4179,2,350.0,2024-04-26,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4141,3,453.0,2024-04-26,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4182,5,555.0,2024-04-30,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4181,5,555.0,2024-04-30,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4161,5,750.0,2024-04-30,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4846,6,599.0,2025-04-12,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4847,6,599.0,2025-04-12,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4847,1,,2025-04-18,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4860,4,790.0,2025-04-25,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4849,6,495.0,2025-04-28,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4850,6,495.0,2025-04-28,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4361,5,520.0,2024-08-05,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4362,5,520.0,2024-08-05,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4313,5,1540.0,2024-08-06,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4357,5,750.0,2024-08-06,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4356,3,650.0,2024-08-07,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4347,5,550.0,2024-08-10,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4385,7,450.0,2024-08-14,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
